path,name,extension,size_bytes,modified_time,top_dir,doc_type,topic_tags,priority_hint,status,next_action
strategy_lab\long_hold_v4\etf_snapshot_builder.py,etf_snapshot_builder.py,.py,42349,2026-07-23T00:29:03,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\execution.py,execution.py,.py,58323,2026-07-23T00:29:03,strategy_lab,code,execution,P2,new,catalog
strategy_lab\long_hold_v4\historical_diagnostic.py,historical_diagnostic.py,.py,16070,2026-07-23T00:29:03,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\invariants.py,invariants.py,.py,6107,2026-07-23T11:51:06,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\order_envelope.py,order_envelope.py,.py,27719,2026-07-22T22:59:54,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pipeline.py,pipeline.py,.py,51732,2026-07-23T00:29:03,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_benchmark_asset_candidate_reconciler.py,pit_etf_benchmark_asset_candidate_reconciler.py,.py,28522,2026-07-20T21:10:54,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_benchmark_document_candidate_parser.py,pit_etf_benchmark_document_candidate_parser.py,.py,32410,2026-07-21T14:55:22,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_benchmark_document_collector.py,pit_etf_benchmark_document_collector.py,.py,30131,2026-07-20T21:23:35,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_benchmark_document_selector.py,pit_etf_benchmark_document_selector.py,.py,30295,2026-07-21T15:03:27,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_benchmark_document_windows_ocr.py,pit_etf_benchmark_document_windows_ocr.py,.py,13570,2026-07-20T22:17:15,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_benchmark_event_candidate_validator.py,pit_etf_benchmark_event_candidate_validator.py,.py,47200,2026-07-21T16:38:38,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_benchmark_history_chain_candidate_validator.py,pit_etf_benchmark_history_chain_candidate_validator.py,.py,44570,2026-07-21T15:24:35,strategy_lab,code,ml|fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_benchmark_probe.py,pit_etf_benchmark_probe.py,.py,7763,2026-07-17T22:41:26,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_cninfo_share_action_announcement_collector.py,pit_etf_cninfo_share_action_announcement_collector.py,.py,24081,2026-07-19T22:16:45,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_cninfo_share_action_validator.py,pit_etf_cninfo_share_action_validator.py,.py,2640,2026-07-19T17:09:05,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_corporate_action_registry_promoter.py,pit_etf_corporate_action_registry_promoter.py,.py,12616,2026-07-19T17:11:47,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_dividend_announcement_collector.py,pit_etf_dividend_announcement_collector.py,.py,43215,2026-07-19T22:16:45,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_dividend_events_promoter.py,pit_etf_dividend_events_promoter.py,.py,8888,2026-07-19T18:00:56,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_dividend_evidence_queue_builder.py,pit_etf_dividend_evidence_queue_builder.py,.py,8270,2026-07-19T17:28:30,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_dividend_universe_coverage_collector.py,pit_etf_dividend_universe_coverage_collector.py,.py,31376,2026-07-19T18:28:16,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_dividend_universe_events_promoter.py,pit_etf_dividend_universe_events_promoter.py,.py,10079,2026-07-19T18:34:52,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_dividend_universe_validator.py,pit_etf_dividend_universe_validator.py,.py,22015,2026-07-20T00:13:01,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_dividend_validator.py,pit_etf_dividend_validator.py,.py,14872,2026-07-19T17:51:24,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_eastmoney_nav_collector.py,pit_etf_eastmoney_nav_collector.py,.py,33398,2026-07-19T20:56:17,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_eastmoney_nav_validator.py,pit_etf_eastmoney_nav_validator.py,.py,34886,2026-07-19T21:28:40,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_history_observation_builder.py,pit_etf_history_observation_builder.py,.py,25077,2026-07-18T16:55:00,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_index_registry_probe.py,pit_etf_index_registry_probe.py,.py,22921,2026-07-18T17:52:28,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_joinquant_validation_collector.py,pit_etf_joinquant_validation_collector.py,.py,21859,2026-07-19T19:24:44,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_master_builder.py,pit_etf_master_builder.py,.py,11526,2026-07-17T22:37:53,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_official_announcement_catalog_collector.py,pit_etf_official_announcement_catalog_collector.py,.py,43674,2026-07-20T19:26:19,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_price_nav_validator.py,pit_etf_price_nav_validator.py,.py,26224,2026-07-19T20:51:30,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_share_action_resolution_ledger.py,pit_etf_share_action_resolution_ledger.py,.py,15194,2026-07-19T17:22:56,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_share_action_validator_core.py,pit_etf_share_action_validator_core.py,.py,17051,2026-07-19T17:09:05,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_source_qualification.py,pit_etf_source_qualification.py,.py,13514,2026-07-19T21:35:58,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_sse_share_action_announcement_collector.py,pit_etf_sse_share_action_announcement_collector.py,.py,40934,2026-07-19T17:09:05,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_sse_share_action_validator.py,pit_etf_sse_share_action_validator.py,.py,2577,2026-07-19T17:09:05,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_tencent_price_collector.py,pit_etf_tencent_price_collector.py,.py,32401,2026-07-19T20:15:35,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_tencent_price_validator.py,pit_etf_tencent_price_validator.py,.py,31920,2026-07-19T21:37:19,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_cash_event_collector.py,pit_etf_terminal_cash_event_collector.py,.py,13567,2026-07-19T19:03:47,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_cash_event_promoter.py,pit_etf_terminal_cash_event_promoter.py,.py,6686,2026-07-19T19:02:33,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_cash_event_validator.py,pit_etf_terminal_cash_event_validator.py,.py,11687,2026-07-19T19:04:29,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_event_candidate_parser.py,pit_etf_terminal_event_candidate_parser.py,.py,36167,2026-07-19T23:09:26,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_event_coverage_settler.py,pit_etf_terminal_event_coverage_settler.py,.py,8563,2026-07-19T23:37:49,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_event_document_collector.py,pit_etf_terminal_event_document_collector.py,.py,26995,2026-07-19T23:36:51,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_event_document_merge.py,pit_etf_terminal_event_document_merge.py,.py,10958,2026-07-19T23:06:37,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_event_promoter_v2.py,pit_etf_terminal_event_promoter_v2.py,.py,10532,2026-07-19T23:56:32,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_event_universe_collector.py,pit_etf_terminal_event_universe_collector.py,.py,50506,2026-07-19T23:36:36,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_event_validator_v2.py,pit_etf_terminal_event_validator_v2.py,.py,35158,2026-07-19T23:55:18,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_terminal_event_windows_ocr.py,pit_etf_terminal_event_windows_ocr.py,.py,11658,2026-07-19T23:05:09,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_total_return_candidate_builder.py,pit_etf_total_return_candidate_builder.py,.py,24920,2026-07-19T23:59:27,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_total_return_candidate_validator.py,pit_etf_total_return_candidate_validator.py,.py,36208,2026-07-19T23:59:40,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_etf_total_return_collector.py,pit_etf_total_return_collector.py,.py,78321,2026-07-20T00:00:02,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_gate_v2.py,pit_gate_v2.py,.py,32108,2026-07-23T12:20:13,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_history_gate.py,pit_history_gate.py,.py,78606,2026-07-19T18:00:42,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_macro_adapter.py,pit_macro_adapter.py,.py,4848,2026-07-17T19:54:56,strategy_lab,code,macro,P2,new,catalog
strategy_lab\long_hold_v4\pit_source_code_archive.py,pit_source_code_archive.py,.py,4710,2026-07-19T21:11:58,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_sse_execution_status_history_collector.py,pit_sse_execution_status_history_collector.py,.py,13198,2026-07-18T22:09:11,strategy_lab,code,execution,P2,new,catalog
strategy_lab\long_hold_v4\pit_sse_factbook_status_collector.py,pit_sse_factbook_status_collector.py,.py,34013,2026-07-18T23:34:35,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_sse_status_announcement_collector.py,pit_sse_status_announcement_collector.py,.py,20165,2026-07-18T22:22:04,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_adjustment_builder.py,pit_stock_adjustment_builder.py,.py,15887,2026-07-18T00:15:20,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_adjustment_validator.py,pit_stock_adjustment_validator.py,.py,15768,2026-07-18T00:07:48,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_dividend_builder.py,pit_stock_dividend_builder.py,.py,15355,2026-07-18T15:54:02,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_fundamentals_builder.py,pit_stock_fundamentals_builder.py,.py,21151,2026-07-18T15:45:32,strategy_lab,code,fund_etf,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_industry_history_builder.py,pit_stock_industry_history_builder.py,.py,17129,2026-07-18T15:38:45,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_market_history_builder.py,pit_stock_market_history_builder.py,.py,54497,2026-07-18T23:04:16,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_market_history_orchestrator.py,pit_stock_market_history_orchestrator.py,.py,8915,2026-07-18T20:48:34,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_market_history_validator.py,pit_stock_market_history_validator.py,.py,72440,2026-07-19T00:46:56,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_master_builder.py,pit_stock_master_builder.py,.py,22483,2026-07-18T15:36:48,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_name_history_collector.py,pit_stock_name_history_collector.py,.py,24681,2026-07-18T21:19:38,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_status_event_builder.py,pit_stock_status_event_builder.py,.py,16222,2026-07-18T21:45:03,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_status_event_reconciler.py,pit_stock_status_event_reconciler.py,.py,21204,2026-07-18T23:39:26,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_stock_status_event_validator.py,pit_stock_status_event_validator.py,.py,61779,2026-07-18T23:47:18,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\pit_tushare_daily_refresher.py,pit_tushare_daily_refresher.py,.py,11907,2026-07-21T16:53:18,strategy_lab,code,ml,P2,new,catalog
strategy_lab\long_hold_v4\pit_tushare_trade_state_builder.py,pit_tushare_trade_state_builder.py,.py,42621,2026-07-19T00:19:49,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\price_contract.py,price_contract.py,.py,545,2026-07-23T00:29:03,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\recoverable_transaction.py,recoverable_transaction.py,.py,6315,2026-07-22T22:59:54,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\run_artifacts.py,run_artifacts.py,.py,15909,2026-07-22T23:30:31,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\snapshot_store.py,snapshot_store.py,.py,10905,2026-07-22T23:30:31,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\stock_active_valuation_observation_collector.py,stock_active_valuation_observation_collector.py,.py,25317,2026-07-19T16:05:55,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\stock_active_valuation_observation_validator.py,stock_active_valuation_observation_validator.py,.py,23767,2026-07-19T16:05:55,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\stock_snapshot_builder.py,stock_snapshot_builder.py,.py,50184,2026-07-23T00:29:03,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\synthetic_replay.py,synthetic_replay.py,.py,14286,2026-07-23T11:51:06,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_hold_v4\walk_forward.py,walk_forward.py,.py,42278,2026-07-23T12:20:57,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\long_market_proxy_source.py,long_market_proxy_source.py,.py,21088,2026-05-29T11:20:55,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\macro_growth_liquidity_features.py,macro_growth_liquidity_features.py,.py,42813,2026-05-29T17:13:26,strategy_lab,code,macro,P2,new,catalog
strategy_lab\macro_sensitivity_models.py,macro_sensitivity_models.py,.py,10591,2026-05-23T17:25:36,strategy_lab,code,macro,P2,new,catalog
strategy_lab\market_label_raw_registry_fixture_harness.py,market_label_raw_registry_fixture_harness.py,.py,16675,2026-06-01T21:45:17,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_label_raw_sample_registry.py,market_label_raw_sample_registry.py,.py,19643,2026-06-02T21:48:39,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_label_real_sample_dry_run_harness.py,market_label_real_sample_dry_run_harness.py,.py,20432,2026-06-02T21:46:42,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_label_real_sample_ops_pack.py,market_label_real_sample_ops_pack.py,.py,20531,2026-06-01T22:02:26,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_label_registered_sample_intake_orchestrator.py,market_label_registered_sample_intake_orchestrator.py,.py,15400,2026-06-01T21:52:59,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_label_sample_fixture_harness.py,market_label_sample_fixture_harness.py,.py,13191,2026-06-01T18:57:23,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_label_sample_intake_validator.py,market_label_sample_intake_validator.py,.py,23576,2026-06-02T21:47:27,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_label_source_audit.py,market_label_source_audit.py,.py,21110,2026-05-29T02:49:50,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_label_source_discovery.py,market_label_source_discovery.py,.py,18679,2026-05-29T19:39:13,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_label_source_intake_orchestrator.py,market_label_source_intake_orchestrator.py,.py,13183,2026-05-29T19:28:53,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_participation_breadth_features.py,market_participation_breadth_features.py,.py,32973,2026-05-29T16:54:07,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_price_proxy_label_importer.py,market_price_proxy_label_importer.py,.py,26235,2026-05-29T11:29:44,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_total_return_label_importer.py,market_total_return_label_importer.py,.py,22016,2026-05-29T02:57:05,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\market_total_return_source_acquirer.py,market_total_return_source_acquirer.py,.py,21759,2026-05-29T03:03:40,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\ml_feature_engineering.py,ml_feature_engineering.py,.py,8893,2026-05-23T11:36:47,strategy_lab,code,ml,P2,new,catalog
strategy_lab\model_run_manifest.py,model_run_manifest.py,.py,10382,2026-05-26T22:20:59,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\model_run_report.py,model_run_report.py,.py,5506,2026-05-23T21:34:24,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\model_zoo_ensemble.py,model_zoo_ensemble.py,.py,7279,2026-05-23T11:48:33,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\narrow_walk_forward_proxy_review.py,narrow_walk_forward_proxy_review.py,.py,23982,2026-05-29T15:00:57,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\paper_trading_monitor.py,paper_trading_monitor.py,.py,7681,2026-05-23T21:08:31,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\performance_metrics.py,performance_metrics.py,.py,5005,2026-07-21T17:21:19,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\proxy_artifact_audit.py,proxy_artifact_audit.py,.py,25647,2026-05-29T11:50:39,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\quant_model_system.py,quant_model_system.py,.py,11382,2026-05-23T21:37:26,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\quant_research_assistant_framework.py,quant_research_assistant_framework.py,.py,86722,2026-06-02T23:49:17,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\rank_ic_analysis.py,rank_ic_analysis.py,.py,6379,2026-07-21T17:21:19,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\raw_daily_guard.py,raw_daily_guard.py,.py,3771,2026-05-29T01:51:14,strategy_lab,code,ml,P2,new,catalog
strategy_lab\real_data_adapter.py,real_data_adapter.py,.py,4514,2026-05-23T21:32:52,strategy_lab,code,data,P2,new,catalog
strategy_lab\rebalance_optimization.py,rebalance_optimization.py,.py,23177,2026-05-22T22:50:01,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\research_governance.py,research_governance.py,.py,10121,2026-05-23T12:04:17,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\research_training_system.py,research_training_system.py,.py,9651,2026-05-23T12:09:37,strategy_lab,code,ml,P2,new,catalog
strategy_lab\run_quant_system_smoke_tests.py,run_quant_system_smoke_tests.py,.py,9805,2026-05-23T21:37:41,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\sentiment_index_models.py,sentiment_index_models.py,.py,14046,2026-05-23T12:49:32,strategy_lab,code,sentiment,P2,new,catalog
strategy_lab\signal_validation_template.py,signal_validation_template.py,.py,5497,2026-07-21T17:21:19,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\single_stock_research_snapshot.py,single_stock_research_snapshot.py,.py,21479,2026-06-03T19:10:08,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\state_stratified_proxy_validation.py,state_stratified_proxy_validation.py,.py,28495,2026-05-29T11:38:18,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\state_stratified_validation_framework.py,state_stratified_validation_framework.py,.py,13360,2026-05-29T02:30:14,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\strict_proxy_candidate_review.py,strict_proxy_candidate_review.py,.py,41753,2026-05-29T17:54:19,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\subagent_effectiveness_review.py,subagent_effectiveness_review.py,.py,23943,2026-05-27T18:17:33,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\tail_extreme_net_turnover_models.py,tail_extreme_net_turnover_models.py,.py,17321,2026-05-23T18:08:23,strategy_lab,code,ml,P2,new,catalog
strategy_lab\technical_signal_research.py,technical_signal_research.py,.py,6283,2026-05-23T12:18:02,strategy_lab,code,uncategorized,P2,new,catalog
strategy_lab\trading_cost_capacity.py,trading_cost_capacity.py,.py,8212,2026-05-23T11:48:33,strategy_lab,code,execution,P2,new,catalog
strategy_lab\walk_forward_failure_attribution.py,walk_forward_failure_attribution.py,.py,34925,2026-05-29T16:32:32,strategy_lab,code,ml,P2,new,catalog
tests\test_long_hold_v4.py,test_long_hold_v4.py,.py,63210,2026-07-23T00:29:03,tests,code,uncategorized,P2,new,catalog
tests\test_long_hold_v4_etf.py,test_long_hold_v4_etf.py,.py,55389,2026-07-22T23:30:31,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_benchmark_asset_candidate_reconciler.py,test_long_hold_v4_etf_benchmark_asset_candidate_reconciler.py,.py,8498,2026-07-20T21:11:14,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_benchmark_catalog.py,test_long_hold_v4_etf_benchmark_catalog.py,.py,9845,2026-07-20T19:21:13,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_benchmark_document_candidate_parser.py,test_long_hold_v4_etf_benchmark_document_candidate_parser.py,.py,12321,2026-07-21T14:54:19,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_benchmark_document_collector.py,test_long_hold_v4_etf_benchmark_document_collector.py,.py,7108,2026-07-20T21:23:17,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_benchmark_document_selector.py,test_long_hold_v4_etf_benchmark_document_selector.py,.py,15300,2026-07-21T15:03:06,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_benchmark_document_windows_ocr.py,test_long_hold_v4_etf_benchmark_document_windows_ocr.py,.py,2609,2026-07-20T22:04:10,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_benchmark_event_candidate_validator.py,test_long_hold_v4_etf_benchmark_event_candidate_validator.py,.py,13343,2026-07-21T16:38:38,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_benchmark_history_chain_candidate_validator.py,test_long_hold_v4_etf_benchmark_history_chain_candidate_validator.py,.py,11466,2026-07-21T16:38:38,tests,code,ml|fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_candidate.py,test_long_hold_v4_etf_candidate.py,.py,11122,2026-07-21T16:53:18,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_eastmoney_nav.py,test_long_hold_v4_etf_eastmoney_nav.py,.py,7691,2026-07-19T20:56:17,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_eastmoney_nav_validator.py,test_long_hold_v4_etf_eastmoney_nav_validator.py,.py,4349,2026-07-19T21:22:31,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_joinquant_validation.py,test_long_hold_v4_etf_joinquant_validation.py,.py,7903,2026-07-19T19:31:39,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_source_qualification.py,test_long_hold_v4_etf_source_qualification.py,.py,2327,2026-07-19T20:50:43,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_tencent_price.py,test_long_hold_v4_etf_tencent_price.py,.py,5774,2026-07-19T20:15:44,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_tencent_price_validator.py,test_long_hold_v4_etf_tencent_price_validator.py,.py,6194,2026-07-19T21:35:30,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_terminal_event_candidate_parser.py,test_long_hold_v4_etf_terminal_event_candidate_parser.py,.py,5538,2026-07-19T22:48:43,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_terminal_event_documents.py,test_long_hold_v4_etf_terminal_event_documents.py,.py,8705,2026-07-19T23:08:57,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_terminal_event_settlement.py,test_long_hold_v4_etf_terminal_event_settlement.py,.py,3079,2026-07-21T17:08:16,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_terminal_event_universe.py,test_long_hold_v4_etf_terminal_event_universe.py,.py,10474,2026-07-19T23:08:24,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_etf_terminal_event_validator_v2.py,test_long_hold_v4_etf_terminal_event_validator_v2.py,.py,5500,2026-07-19T23:32:56,tests,code,fund_etf,P2,new,catalog
tests\test_long_hold_v4_execution.py,test_long_hold_v4_execution.py,.py,34504,2026-07-23T00:29:03,tests,code,execution,P2,new,catalog
tests\test_long_hold_v4_pit_gate.py,test_long_hold_v4_pit_gate.py,.py,141788,2026-07-19T18:35:56,tests,code,uncategorized,P2,new,catalog
tests\test_long_hold_v4_properties.py,test_long_hold_v4_properties.py,.py,6460,2026-07-23T11:51:06,tests,code,uncategorized,P2,new,catalog
tests\test_long_hold_v4_public_replay.py,test_long_hold_v4_public_replay.py,.py,7379,2026-07-23T11:51:06,tests,code,uncategorized,P2,new,catalog
tests\test_long_hold_v4_run_integrity.py,test_long_hold_v4_run_integrity.py,.py,9761,2026-07-22T23:30:31,tests,code,uncategorized,P2,new,catalog
tests\test_long_hold_v4_source_code_archive.py,test_long_hold_v4_source_code_archive.py,.py,1498,2026-07-19T21:11:58,tests,code,uncategorized,P2,new,catalog
tests\test_long_hold_v4_sse_factbook.py,test_long_hold_v4_sse_factbook.py,.py,7662,2026-07-18T23:34:35,tests,code,uncategorized,P2,new,catalog
tests\test_long_hold_v4_tushare_trade_state.py,test_long_hold_v4_tushare_trade_state.py,.py,7467,2026-07-19T00:20:06,tests,code,uncategorized,P2,new,catalog
tests\test_long_hold_v4_work_package_5_pit_gate.py,test_long_hold_v4_work_package_5_pit_gate.py,.py,11358,2026-07-23T12:21:13,tests,code,uncategorized,P2,new,catalog
tests\test_long_hold_v4_work_package_5_walk_forward.py,test_long_hold_v4_work_package_5_walk_forward.py,.py,12401,2026-07-23T12:19:34,tests,code,uncategorized,P2,new,catalog
